School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2021-2022,WASHINGTON,5309690,West Valley School District (Spokane),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,84%,410,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309720,West Valley School District (Yakima),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,79%,412,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309750,White Pass School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-79%,28,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309780,White River School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,324,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309810,White Salmon Valley School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,112,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309840,Wilbur School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,28,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309870,Willapa Valley School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,39,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309900,Wilson Creek School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,10,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309930,Winlock School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,49,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309990,Wishkah Valley School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,7,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5310020,Wishram School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,5,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5310050,Woodland School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,187,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5310110,Yakima School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,72%,1274,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5310140,Yelm School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,79%,366,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5310170,Zillah School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,114,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400030,BARBOUR COUNTY BOARD OF EDUCATION,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,138,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400060,BERKELEY COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,97%,1339,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400090,BOONE COUNTY  SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,91%,264,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400120,BRAXTON COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,128,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400150,BROOKE COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,222,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400180,CABELL COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,86%,839,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400210,CALHOUN COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,58,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400240,CLAY COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,123,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400270,DODDRIDGE COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,70,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400300,FAYETTE COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,396,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400330,GILMER COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,62,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400360,GRANT COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,121,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400390,GREENBRIER COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,363,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400420,HAMPSHIRE COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,178,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400450,HANCOCK COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,95%,293,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400480,HARDY COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,176,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400510,HARRISON COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,96%,770,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400540,JACKSON COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,262,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400570,JEFFERSON COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,87%,684,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400600,KANAWHA COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,1940,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400630,LEWIS COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,150,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400660,LINCOLN COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,209,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400690,LOGAN COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,409,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400720,MARION COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,96%,541,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400750,MARSHALL COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,95%,285,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400780,MASON COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,91%,312,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400810,MCDOWELL COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,187,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400840,MERCER COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,87%,577,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400870,MINERAL COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,97%,290,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400900,MINGO COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,87%,228,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400930,MONONGALIA COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,95%,847,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400960,MONROE COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,98,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5400990,MORGAN COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,156,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401020,NICHOLAS COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,95%,225,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401050,OHIO COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,98%,339,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401080,PENDLETON COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,58,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401110,PLEASANTS COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,80,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401140,POCAHONTAS COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,77,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401170,PRESTON COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,83%,284,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401200,PUTNAM COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,98%,745,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401230,RALEIGH COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,87%,724,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401260,RANDOLPH COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,93%,291,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401290,RITCHIE COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,118,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401320,ROANE COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,141,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401350,SUMMERS COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,77,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401380,TAYLOR COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,168,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401410,TUCKER COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,82,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401440,TYLER COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,84,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401470,UPSHUR COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,95%,274,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401500,WAYNE COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,83%,513,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401530,WEBSTER COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,98,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401560,WETZEL COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,201,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401590,WIRT COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,70,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401620,WOOD COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,884,,All Students,All Students in LEA,,,,,
2021-2022,WEST VIRGINIA,5401650,WYOMING COUNTY SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,228,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500016,Blair-Taylor School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,41,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500017,River Ridge School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,53,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500030,Abbotsford School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,53,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500037,Wisconsin Dept of Public Instruction,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,4,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500041,Central City Cyberschool Agency,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,2,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500042,Milwaukee Academy of Science Agency,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,67,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500056,Gresham School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,17,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500058,Chequamegon School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,61,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500060,Adams-Friendship Area School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,125,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500061,Chetek-Weyerhaeuser Area School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,61,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500066,Dr Howard Fuller Collegiate Academy Agency,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-69%,31,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500069,Escuela Verde Agency,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-79%,20,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500074,Seeds of Health Inc,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,195,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500079,Pathways High Agency,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,40-59%,27,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500082,Isthmus Montessori Academy Public Agency,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,2,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500085,Milestone Democratic School Agency,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,4,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500086,WOLI/Akii'gikinoo'amaading Environmental School Agency,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,2,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500091,UpGrade Media Arts Schools Agency,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,1,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500120,Albany School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,26,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500150,Algoma School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,50,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500180,Alma School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,22,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500210,Alma Center School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,32,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500240,Almond-Bancroft School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,39,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500270,Altoona School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,129,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500300,Amery School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,113,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500330,Tomorrow River School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,79,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500360,Antigo Unified School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,173,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500390,Appleton Area School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,87%,1224,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500420,Arcadia School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,104,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500450,Argyle School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,27,,All Students,All Students in LEA,,,,,
2021-2022,WISCONSIN,5500510,Ashland School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,143,,All Students,All Students in LEA,,,,,
